severity,candidate_index,candidate_id,lipid_name,fragment_nonzero_count,protected_fragment_channel,requested_dropout_rate,dropped_fragment_count,dropped_fragment_channels,achieved_dropout_rate,parent_multiplier,fragment_log_sigma,full_cosine_A_target_vs_A_solver,fragment_cosine_A_target_vs_A_solver,parent_cosine_A_target_vs_A_solver,source_column_l2,target_column_l2,latent_provenance,pre_dropout_log_distortion_sha256
MILD,324,PG-H__0105,PG 20:1_18:3,75,113,0.05,1,[119],0.013333333333333334,0.9223937872855802,0.1,0.9966982013720601,0.9985788342139222,0.9999999999999998,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6613965864962752047, ""fragment_intensity"": 12989651466527376147, ""parent"": 14189805343666864979}, ""u_sha256"": ""8f8474caf7f2a43b6303534ee474e5051a26ec56a2e6a4176e7848d601f595a4"", ""v"": -0.7760621271441981, ""z_sha256"": ""9f6624d0db7cffa3c8c06026300485b35604ed4cfaa6eab2804ed24be536d8aa""}",aad1ec7f1f26f6b3e74d8653ae3c03de14e7b2f033b124e3bec77a7fe635c227
MODERATE,324,PG-H__0105,PG 20:1_18:3,75,113,0.1,3,"[119, 249, 471]",0.04,0.8447875745711604,0.2,0.9867762114544973,0.9941262993537129,0.9999999999999994,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6613965864962752047, ""fragment_intensity"": 12989651466527376147, ""parent"": 14189805343666864979}, ""u_sha256"": ""8f8474caf7f2a43b6303534ee474e5051a26ec56a2e6a4176e7848d601f595a4"", ""v"": -0.7760621271441981, ""z_sha256"": ""9f6624d0db7cffa3c8c06026300485b35604ed4cfaa6eab2804ed24be536d8aa""}",7bb847d8fdef19c2be7fc58803a65617ec3bfa90c5d506f05be97fff8768a14b
MILD,325,PG-H__0455,PG 17:0_18:0,100,126,0.05,8,"[107, 125, 260, 263, 436, 497, 506, 508]",0.08,0.972288903982602,0.1,0.9949970147676699,0.9934035930293486,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 3045625135867732613, ""fragment_intensity"": 1345658671125086545, ""parent"": 15552881263025548417}, ""u_sha256"": ""640fcace0ca82ed15ddd55fc726c46d34b7bcf708a1c2d43da76f3f598972189"", ""v"": -0.27711096017397985, ""z_sha256"": ""0fa7afb0a808df38b08488efcfbab6916d83b3fb9fdfff861f11bb251045b500""}",7f979899ff13a1ad3e0de2e96d058855a00bc84cb99e0afe1b7dc0b2b72050a0
MODERATE,325,PG-H__0455,PG 17:0_18:0,100,126,0.1,13,"[107, 125, 131, 241, 260, 263, 436, 441, 497, 506, 508, 515, 765]",0.13,0.9445778079652041,0.2,0.9919744010686877,0.9905713862649237,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 3045625135867732613, ""fragment_intensity"": 1345658671125086545, ""parent"": 15552881263025548417}, ""u_sha256"": ""640fcace0ca82ed15ddd55fc726c46d34b7bcf708a1c2d43da76f3f598972189"", ""v"": -0.27711096017397985, ""z_sha256"": ""0fa7afb0a808df38b08488efcfbab6916d83b3fb9fdfff861f11bb251045b500""}",4c478d6f02cae2697688d715c890d90d98fffc4c68e578605d56f0df94a16e54
MILD,326,PG-H__0456,PG 17:0_18:1,101,121,0.05,12,"[104, 237, 243, 262, 441, 442, 452, 455, 457, 499, 528, 759]",0.1188118811881188,0.9553833153042702,0.1,0.9970695121294617,0.9949932219483073,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14341276052629496648, ""fragment_intensity"": 4695960787574794146, ""parent"": 15652094732305023655}, ""u_sha256"": ""cba38150c7d70001fffa5da51b1608354db3130a99c2bca6a6b468d83ca48683"", ""v"": -0.44616684695729814, ""z_sha256"": ""7599a69185a4115e5d6287cb969c03fd2a210344f77741e79bd1e56b322bedf8""}",11307010d509055862b022550bed54c8d417dd38341a49f50cffc2d128240f75
MODERATE,326,PG-H__0456,PG 17:0_18:1,101,121,0.1,17,"[104, 106, 111, 237, 243, 258, 259, 262, 441, 442, 452, 455, 457, 499, 528, 755, 759]",0.16831683168316833,0.9107666306085404,0.2,0.9958945925764395,0.9938537912979548,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14341276052629496648, ""fragment_intensity"": 4695960787574794146, ""parent"": 15652094732305023655}, ""u_sha256"": ""cba38150c7d70001fffa5da51b1608354db3130a99c2bca6a6b468d83ca48683"", ""v"": -0.44616684695729814, ""z_sha256"": ""7599a69185a4115e5d6287cb969c03fd2a210344f77741e79bd1e56b322bedf8""}",6a46dbf79c7c1bac50ea044c64834b1851a8c8bc2a6f2f62a33684bc0903cf2b
MILD,327,PG-H__0457,PG 17:0_18:2,93,116,0.05,2,"[118, 497]",0.021505376344086023,1.053044562520998,0.1,0.9917693528999396,0.9835608678572091,1.0,1.0,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 13552044189752338114, ""fragment_intensity"": 1236487282238921648, ""parent"": 7255033720238192840}, ""u_sha256"": ""5a9fbaec034b7eb7ca8d7eb0b5b2ed3d48e313970cfc9a5a242aaeb1cef1fafe"", ""v"": 0.5304456252099816, ""z_sha256"": ""e183d44daf38527cd667f65453462ade2ed89ab2d4d3da6cd0dab083fb12da38""}",f793bc1827bb59bcae5a5a4441a3cf1d3bd3ac6e2b46eff02513bb3908655ef6
MODERATE,327,PG-H__0457,PG 17:0_18:2,93,116,0.1,6,"[118, 259, 488, 497, 519, 533]",0.06451612903225806,1.1060891250419964,0.2,0.99051520894058,0.9832805703762534,0.9999999999999997,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13552044189752338114, ""fragment_intensity"": 1236487282238921648, ""parent"": 7255033720238192840}, ""u_sha256"": ""5a9fbaec034b7eb7ca8d7eb0b5b2ed3d48e313970cfc9a5a242aaeb1cef1fafe"", ""v"": 0.5304456252099816, ""z_sha256"": ""e183d44daf38527cd667f65453462ade2ed89ab2d4d3da6cd0dab083fb12da38""}",76c5a49268479a717d534bb1b74528e64565d0f118156c588011573cf8fa4e81
MILD,328,PG-H__0459,PG 17:0_20:0,91,160,0.05,8,"[111, 159, 168, 169, 240, 245, 457, 614]",0.08791208791208792,1.0505281166290132,0.1,0.9969186460493543,0.992545111041433,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9160529511411419850, ""fragment_intensity"": 14896131256281660701, ""parent"": 4871902413268337811}, ""u_sha256"": ""7f8441e6dc94bb89c586d43382d6179998b544efb283907ff79f2df6e835d3f3"", ""v"": 0.5052811662901322, ""z_sha256"": ""3594b506d838891f2ed81d110533d3b4ae24e9292742f35bd2bd186d4d3a6735""}",d42bf4bd7497ffcd0ac7a628543134769e41a878d69110fef2bd07c734632c2e
MODERATE,328,PG-H__0459,PG 17:0_20:0,91,160,0.1,11,"[106, 111, 159, 168, 169, 240, 245, 457, 607, 614, 814]",0.12087912087912088,1.1010562332580265,0.2,0.990169547624299,0.9730093061518633,0.9999999999999997,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9160529511411419850, ""fragment_intensity"": 14896131256281660701, ""parent"": 4871902413268337811}, ""u_sha256"": ""7f8441e6dc94bb89c586d43382d6179998b544efb283907ff79f2df6e835d3f3"", ""v"": 0.5052811662901322, ""z_sha256"": ""3594b506d838891f2ed81d110533d3b4ae24e9292742f35bd2bd186d4d3a6735""}",c04810e80bce6f96901fff14eca94e68313adfd7c0ae9951d210b90f77bcf285
MILD,329,PG-H__0460,PG 17:0_20:1,94,156,0.05,5,"[111, 325, 515, 528, 668]",0.05319148936170213,1.0304028043973075,0.1,0.9996349206584842,0.9968862711397545,0.9999999999999993,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9230096744260246346, ""fragment_intensity"": 6157699523204843798, ""parent"": 13040939562437609770}, ""u_sha256"": ""a9aedec82bfa0b0079f2a91219a0e44c461115a16e53268cc1fad3b602865358"", ""v"": 0.3040280439730738, ""z_sha256"": ""2b4bcfbcd48b7186d1393b9ab20b34a5d0e542b68597051059a8a3ca0d3a3712""}",a54e358f55b9d64358494435ab139b30193a31eecddd94547c01d430cd21beb6
MODERATE,329,PG-H__0460,PG 17:0_20:1,94,156,0.1,12,"[103, 111, 241, 324, 325, 441, 455, 515, 521, 528, 530, 668]",0.1276595744680851,1.0608056087946147,0.2,0.998681357433096,0.9886155846583887,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9230096744260246346, ""fragment_intensity"": 6157699523204843798, ""parent"": 13040939562437609770}, ""u_sha256"": ""a9aedec82bfa0b0079f2a91219a0e44c461115a16e53268cc1fad3b602865358"", ""v"": 0.3040280439730738, ""z_sha256"": ""2b4bcfbcd48b7186d1393b9ab20b34a5d0e542b68597051059a8a3ca0d3a3712""}",68deafcbe72f197dbbfcaf7c7f2fbb7ca3da8ffc0138f4da1af2400725fda8b7
MILD,330,PG-H__0461,PG 17:0_20:2,97,152,0.05,2,"[318, 593]",0.020618556701030927,1.0549183195584069,0.1,0.9999574204479186,0.9996456736763043,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 2314814344208368433, ""fragment_intensity"": 10505848301010180520, ""parent"": 5548346345004864987}, ""u_sha256"": ""1acf8d49c1a73d25837b9ed67f049a98d21d9fd664c3c6689ca05920a788639c"", ""v"": 0.5491831955840694, ""z_sha256"": ""69650c16f218e35a3938ba0e74b946f69232ada49f726e2396f13cf6632f6419""}",6dee4b2c990bef008740443faa366c0944e691e61a750b7b7037aed1ed8fd7ef
MODERATE,330,PG-H__0461,PG 17:0_20:2,97,152,0.1,8,"[318, 325, 436, 449, 526, 592, 593, 805]",0.08247422680412371,1.109836639116814,0.2,0.9997871414266647,0.9978471599868073,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 2314814344208368433, ""fragment_intensity"": 10505848301010180520, ""parent"": 5548346345004864987}, ""u_sha256"": ""1acf8d49c1a73d25837b9ed67f049a98d21d9fd664c3c6689ca05920a788639c"", ""v"": 0.5491831955840694, ""z_sha256"": ""69650c16f218e35a3938ba0e74b946f69232ada49f726e2396f13cf6632f6419""}",85b066992f5b9d7355b60fa9116a616bb6c6283fb5964f7840fd5be32add18c8
MILD,331,PG-H__0462,PG 17:0_20:3,97,148,0.05,6,"[103, 242, 312, 437, 515, 795]",0.061855670103092786,0.9593140018867614,0.1,0.998807718476254,0.9993034885342874,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 11426478553762056881, ""fragment_intensity"": 17775088301063465050, ""parent"": 3120259491752346774}, ""u_sha256"": ""a1532a446144b74e998d4a8586b4913b5a66709a62330ea9a26be5ead40d6e07"", ""v"": -0.40685998113238586, ""z_sha256"": ""ca0ed6c85943ab1d4095fe1db8c06b7601c24bd8d853580d40e3e4d63f65e506""}",8695748af76830115be6196dc036265de6203d08ec02166861ea68fad9005b88
MODERATE,331,PG-H__0462,PG 17:0_20:3,97,148,0.1,9,"[103, 242, 312, 313, 437, 515, 527, 586, 795]",0.09278350515463918,0.9186280037735228,0.2,0.9946750022357778,0.997476102436402,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 11426478553762056881, ""fragment_intensity"": 17775088301063465050, ""parent"": 3120259491752346774}, ""u_sha256"": ""a1532a446144b74e998d4a8586b4913b5a66709a62330ea9a26be5ead40d6e07"", ""v"": -0.40685998113238586, ""z_sha256"": ""ca0ed6c85943ab1d4095fe1db8c06b7601c24bd8d853580d40e3e4d63f65e506""}",5bce578e80482e1a585af716c88a868535101688e8a5db0e771ce4fec9f2495b
MILD,332,PG-H__0463,PG 17:0_20:4,102,144,0.05,3,"[106, 111, 440]",0.029411764705882353,1.024525013117302,0.1,0.9990373407153444,0.9993746200528509,1.0,1.0000001192092896,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 564813625794794563, ""fragment_intensity"": 3482659674661364667, ""parent"": 9778087930503937600}, ""u_sha256"": ""de3ac79f7457102732edc20d554cea43e4bf08715bb78a882342c940cc0c1f0a"", ""v"": 0.24525013117302108, ""z_sha256"": ""f6009a08cb99167076f352cfbfc3794058c09367301b4ed86e9c6f635082e810""}",628af6aeae83ba1b24ab02bdc9e5471f92ed1d222d0638263d87469c99611194
MODERATE,332,PG-H__0463,PG 17:0_20:4,102,144,0.1,8,"[106, 111, 237, 239, 436, 440, 529, 585]",0.0784313725490196,1.0490500262346043,0.2,0.9957511519503099,0.996949383167213,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 564813625794794563, ""fragment_intensity"": 3482659674661364667, ""parent"": 9778087930503937600}, ""u_sha256"": ""de3ac79f7457102732edc20d554cea43e4bf08715bb78a882342c940cc0c1f0a"", ""v"": 0.24525013117302108, ""z_sha256"": ""f6009a08cb99167076f352cfbfc3794058c09367301b4ed86e9c6f635082e810""}",dcc3118ba12146d1209e1585f73ef7dde70168b8c4d98ed7e543255398010b35
MILD,333,PG-H__0464,PG 17:0_20:5,93,142,0.05,4,"[144, 442, 531, 533]",0.043010752688172046,0.9207135495353036,0.1,0.9992606621578963,0.9989273703042131,0.9999999999999991,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9922459153198464849, ""fragment_intensity"": 5452069190305645627, ""parent"": 10300466446097718005}, ""u_sha256"": ""3e8923cfb4cc71c0bd7945e9555be005ba137e170f48ef482897ddead6fe0ff6"", ""v"": -0.7928645046469633, ""z_sha256"": ""7e02883e4e6cb039793b9434249983766191150a7881a48aafe99c81f7a3a2b0""}",1c4b81f447d5c9c66d7aaabb56802fc70f6823415f30d6032dab68c9df090c38
MODERATE,333,PG-H__0464,PG 17:0_20:5,93,142,0.1,9,"[112, 144, 238, 442, 452, 515, 531, 533, 641]",0.0967741935483871,0.8414270990706073,0.2,0.9971985008922363,0.9964027804548251,0.9999999999999993,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9922459153198464849, ""fragment_intensity"": 5452069190305645627, ""parent"": 10300466446097718005}, ""u_sha256"": ""3e8923cfb4cc71c0bd7945e9555be005ba137e170f48ef482897ddead6fe0ff6"", ""v"": -0.7928645046469633, ""z_sha256"": ""7e02883e4e6cb039793b9434249983766191150a7881a48aafe99c81f7a3a2b0""}",27a1ec546e76a18813dbcfc6f37f743499fd168bf4df69ab77b3b78d0fae7ede
MILD,334,PG-H__0477,PG 18:0_17:1,89,95,0.05,6,"[103, 104, 268, 270, 497, 586]",0.06741573033707865,0.9424120539998582,0.1,0.9994703389706177,0.9995485971579549,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 6367067538475284612, ""fragment_intensity"": 17857335684143671376, ""parent"": 15094788866463291181}, ""u_sha256"": ""f5334d89119c948eebcc92677cc2634f000a184c11a84491330497318d43b2e6"", ""v"": -0.5758794600014179, ""z_sha256"": ""f7bf434fe9c4e84e1cf314be64d58783c3e4f0192d0ed78eb1aa20d982cd6351""}",7b1342d0366f96b853d4bbdf119977ba298869c38dbeb104ebe6961d34c35038
MODERATE,334,PG-H__0477,PG 18:0_17:1,89,95,0.1,14,"[103, 104, 125, 136, 239, 268, 270, 426, 436, 497, 498, 514, 586, 757]",0.15730337078651685,0.8848241079997164,0.2,0.9957715750979008,0.9956745938710194,0.9999999999999998,1.0000001192092896,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 6367067538475284612, ""fragment_intensity"": 17857335684143671376, ""parent"": 15094788866463291181}, ""u_sha256"": ""f5334d89119c948eebcc92677cc2634f000a184c11a84491330497318d43b2e6"", ""v"": -0.5758794600014179, ""z_sha256"": ""f7bf434fe9c4e84e1cf314be64d58783c3e4f0192d0ed78eb1aa20d982cd6351""}",0f922f62ac8f20279bebfbe9627246a808869c6fea8bded3c4679a500e3978cc
MILD,335,PG-H__0478,PG 17:1_18:1,92,121,0.05,3,"[123, 235, 526]",0.03260869565217391,0.9693188865261367,0.1,0.992696974122284,0.978976529415547,0.9999999999999997,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 16420211002106255548, ""fragment_intensity"": 15964852799323625250, ""parent"": 3514065598982552314}, ""u_sha256"": ""f76b60e3d2e83aa0652759b1762d8ab565f7aeead643b724a8a5f3e21811e429"", ""v"": -0.30681113473863286, ""z_sha256"": ""c7aed534de58f1b440c5e31ab6199001be4093eebf58d99ec90480dad742ee2f""}",7aae4e43b4e0bda6b9db684de576404992f83711d22d2e8fffec0c3ae83779e3
MODERATE,335,PG-H__0478,PG 17:1_18:1,92,121,0.1,7,"[123, 129, 235, 436, 503, 511, 526]",0.07608695652173914,0.9386377730522735,0.2,0.9821135600591101,0.9715492548619812,0.9999999999999999,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 16420211002106255548, ""fragment_intensity"": 15964852799323625250, ""parent"": 3514065598982552314}, ""u_sha256"": ""f76b60e3d2e83aa0652759b1762d8ab565f7aeead643b724a8a5f3e21811e429"", ""v"": -0.30681113473863286, ""z_sha256"": ""c7aed534de58f1b440c5e31ab6199001be4093eebf58d99ec90480dad742ee2f""}",a75a7511c7622ecef46d20e698477e89ad2e0f69f646c3fc083a1ab04e08189e
MILD,336,PG-H__0479,PG 17:1_18:2,85,116,0.05,1,[253],0.011764705882352941,1.088035293775696,0.1,0.9983096673882189,0.996643406504958,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8360015826106693944, ""fragment_intensity"": 12892711205556312558, ""parent"": 14185618181784668886}, ""u_sha256"": ""618d895d1be8dcc981eb487c76684286fce10c76bf8339e392e2d231c82fbbb3"", ""v"": 0.8803529377569614, ""z_sha256"": ""e2f94049ee1222983173a840c151620f3279ab21246dd06645cc76faa3bcf2b4""}",c60afecf41d5cafba5b477469e579965f99cac9091cad5f90ee88701d6bdfed1
MODERATE,336,PG-H__0479,PG 17:1_18:2,85,116,0.1,8,"[121, 237, 253, 260, 450, 521, 526, 527]",0.09411764705882353,1.1760705875513924,0.2,0.9937327896053855,0.9891701284206141,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 8360015826106693944, ""fragment_intensity"": 12892711205556312558, ""parent"": 14185618181784668886}, ""u_sha256"": ""618d895d1be8dcc981eb487c76684286fce10c76bf8339e392e2d231c82fbbb3"", ""v"": 0.8803529377569614, ""z_sha256"": ""e2f94049ee1222983173a840c151620f3279ab21246dd06645cc76faa3bcf2b4""}",d3942f97382608a4b5f6bd2fb6c4b5553bff35308655df2eca8c523da977d2c3
MILD,337,PG-H__0481,PG 20:0_17:1,85,95,0.05,4,"[168, 437, 448, 614]",0.047058823529411764,1.0021116591207682,0.1,0.9984947767334064,0.9980151324331775,0.9999999999999998,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6445353709726262377, ""fragment_intensity"": 1468638427898233471, ""parent"": 1833466199826205764}, ""u_sha256"": ""ccc48aabc8e173ca4f586e7fedb9bd50a2d499e8cc81fee1aaa838710335db0d"", ""v"": 0.021116591207682278, ""z_sha256"": ""da760bcc5cdd511d39e38e85fc85b3f1f46dc2df4df122f0de0c2bd9e816999f""}",8e8003a32203d934170ca3da6fd3d47eea612b1edb51f4f71c20d88b90859903
MODERATE,337,PG-H__0481,PG 20:0_17:1,85,95,0.1,7,"[168, 237, 337, 437, 448, 527, 614]",0.08235294117647059,1.0042233182415365,0.2,0.9936184065202189,0.9915648268094829,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 6445353709726262377, ""fragment_intensity"": 1468638427898233471, ""parent"": 1833466199826205764}, ""u_sha256"": ""ccc48aabc8e173ca4f586e7fedb9bd50a2d499e8cc81fee1aaa838710335db0d"", ""v"": 0.021116591207682278, ""z_sha256"": ""da760bcc5cdd511d39e38e85fc85b3f1f46dc2df4df122f0de0c2bd9e816999f""}",c94b58700ee9e98f65c7be480d26eb32d9c6c302e8e08984edfb255b85c5583e
MILD,338,PG-H__0482,PG 17:1_20:1,87,156,0.05,3,"[159, 330, 667]",0.034482758620689655,0.9770960437357634,0.1,0.99995422278603,0.9997780291975948,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 18105371065233074269, ""fragment_intensity"": 11906169767061621695, ""parent"": 8095198958283756165}, ""u_sha256"": ""9908395e651d1d9473c540da52dd5df1427fe42646801caac2cdc59a47ad3df0"", ""v"": -0.22903956264236625, ""z_sha256"": ""3c56eb71428eaa7ae6d64f7d7f572ef9ab65098aea4e2e4186a22337dbbfe252""}",9d10553ae499ac41d89d4ea06b3ff293a9de36a2c2eecf11d00b8eeae697e8f9
MODERATE,338,PG-H__0482,PG 17:1_20:1,87,156,0.1,6,"[101, 159, 165, 240, 330, 667]",0.06896551724137931,0.9541920874715267,0.2,0.9997962811167656,0.9991619801356736,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 18105371065233074269, ""fragment_intensity"": 11906169767061621695, ""parent"": 8095198958283756165}, ""u_sha256"": ""9908395e651d1d9473c540da52dd5df1427fe42646801caac2cdc59a47ad3df0"", ""v"": -0.22903956264236625, ""z_sha256"": ""3c56eb71428eaa7ae6d64f7d7f572ef9ab65098aea4e2e4186a22337dbbfe252""}",de706254e0b6a5fb51da431affdf22265ec59180f6ab646275007e83a44754f8
MILD,339,PG-H__0483,PG 17:1_20:2,88,152,0.05,3,"[154, 327, 431]",0.03409090909090909,1.051704326626928,0.1,0.9991710729465746,0.976139043976602,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8730915869204519723, ""fragment_intensity"": 15860420585506382483, ""parent"": 11087738894008250483}, ""u_sha256"": ""0ea16b4b4e85d5788696e9bd7f8853b642bcc3b09df5ec9845b693d8e47631e4"", ""v"": 0.5170432662692799, ""z_sha256"": ""e35bef0028d2a32df082453f0a5a82e3eb0e12b51036f5dcf0f139a8b5ae2f39""}",5d169f4e724a699b7313ad771aa943995d24a2f9cc9a68f0d896e9c6f948ac7e
MODERATE,339,PG-H__0483,PG 17:1_20:2,88,152,0.1,9,"[101, 154, 319, 321, 327, 431, 520, 597, 658]",0.10227272727272728,1.103408653253856,0.2,0.9981487356308383,0.9688187518865189,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 8730915869204519723, ""fragment_intensity"": 15860420585506382483, ""parent"": 11087738894008250483}, ""u_sha256"": ""0ea16b4b4e85d5788696e9bd7f8853b642bcc3b09df5ec9845b693d8e47631e4"", ""v"": 0.5170432662692799, ""z_sha256"": ""e35bef0028d2a32df082453f0a5a82e3eb0e12b51036f5dcf0f139a8b5ae2f39""}",69124622c84152963a4169b5d24006dc4a4000142fae7dbe25a636df3e6085cd
MILD,340,PG-H__0484,PG 17:1_20:3,87,148,0.05,1,[526],0.011494252873563218,0.9792104915128538,0.1,0.9991579851603307,0.9980892391823836,0.9999999999999999,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9138821319888403866, ""fragment_intensity"": 12542089756392284623, ""parent"": 8356732196798687369}, ""u_sha256"": ""c278a5f40506916112c1010b1d02f37beb7ffb1ca986c8d7fe82230c4768bf58"", ""v"": -0.20789508487146247, ""z_sha256"": ""6d896e96bede29f3df40e0236302cb2d25e862e54abb88b534213661bb878452""}",a80555615be8eec03e5de5a0f5fd57271387f15c5049657029ae1f557f9128cc
MODERATE,340,PG-H__0484,PG 17:1_20:3,87,148,0.1,4,"[316, 432, 526, 597]",0.04597701149425287,0.9584209830257076,0.2,0.9969198816938766,0.9914912231337291,0.9999999999999999,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9138821319888403866, ""fragment_intensity"": 12542089756392284623, ""parent"": 8356732196798687369}, ""u_sha256"": ""c278a5f40506916112c1010b1d02f37beb7ffb1ca986c8d7fe82230c4768bf58"", ""v"": -0.20789508487146247, ""z_sha256"": ""6d896e96bede29f3df40e0236302cb2d25e862e54abb88b534213661bb878452""}",9f1cc82eedf47dbbd170cada9df8201c93404c19fb68195aa584eabef4014eba
MILD,341,PG-H__0485,PG 17:1_20:4,94,144,0.05,2,"[307, 426]",0.02127659574468085,0.9213567209565674,0.1,0.9978188436690265,0.9964444198170557,0.9999999999999997,1.0,1.0,"{""seeds"": {""fragment_dropout"": 3389412586901959629, ""fragment_intensity"": 16927990892701290619, ""parent"": 14058226206717598011}, ""u_sha256"": ""69fa950e885aecf97a190cce1c774295cd0ef610a1fab03459a41153d65d8e3f"", ""v"": -0.7864327904343256, ""z_sha256"": ""cc4174eac358707ec6d87d80408e529c21eca7c6e60c497e1f3631fa03e9b62f""}",65f249be1929567f7c00d57c4cdcacc834c22855efca36a79280aee03845dc9f
MODERATE,341,PG-H__0485,PG 17:1_20:4,94,144,0.1,8,"[145, 236, 307, 317, 426, 437, 507, 792]",0.0851063829787234,0.8427134419131349,0.2,0.9902310095550366,0.9853260982610229,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 3389412586901959629, ""fragment_intensity"": 16927990892701290619, ""parent"": 14058226206717598011}, ""u_sha256"": ""69fa950e885aecf97a190cce1c774295cd0ef610a1fab03459a41153d65d8e3f"", ""v"": -0.7864327904343256, ""z_sha256"": ""cc4174eac358707ec6d87d80408e529c21eca7c6e60c497e1f3631fa03e9b62f""}",28cc4974ad56825a59eb62a5b36d8a33455cbd4b9d4dc1b9dccda0e665e4910e
MILD,342,PG-H__0502,PG 17:0_17:0,51,101,0.05,3,"[450, 529, 750]",0.058823529411764705,0.9741995760389921,0.1,0.9997850303302832,0.9998195051869919,1.0,1.0,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 1527465392011087048, ""fragment_intensity"": 9863289081556465329, ""parent"": 8172107379684299648}, ""u_sha256"": ""64101a671d3673b195c8ae3c80769d8c20344cd394153390ea334cdf5dfeaa70"", ""v"": -0.258004239610079, ""z_sha256"": ""c9a0ce4def05989bd7674d30ce0c5a15a04d6cb44b09bda6c0ffeee582da4867""}",275d9330d3392843acceedaa2bdb63265f28f367ff2a96e141b76587d737dcab
MODERATE,342,PG-H__0502,PG 17:0_17:0,51,101,0.1,4,"[450, 458, 529, 750]",0.0784313725490196,0.9483991520779842,0.2,0.9991064051183036,0.9992440652440476,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 1527465392011087048, ""fragment_intensity"": 9863289081556465329, ""parent"": 8172107379684299648}, ""u_sha256"": ""64101a671d3673b195c8ae3c80769d8c20344cd394153390ea334cdf5dfeaa70"", ""v"": -0.258004239610079, ""z_sha256"": ""c9a0ce4def05989bd7674d30ce0c5a15a04d6cb44b09bda6c0ffeee582da4867""}",51b2194cf1e294d4e9159f7d93be82f40624e7b0624b5414410e787ecfbf999e
MILD,343,PC+HCOO__0032,PC 14:0_18:0,66,39,0.05,4,"[404, 411, 571, 813]",0.06060606060606061,1.003516437850478,0.1,0.9994329444853742,0.9994329425330065,0.9999999999999998,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 11833476769363832869, ""fragment_intensity"": 8897979029270632839, ""parent"": 6900245525434170445}, ""u_sha256"": ""9fb491ddc82c467b786dcd764d97e87db6b12b6e9220e9f5964d056be6f3b32d"", ""v"": 0.03516437850478016, ""z_sha256"": ""4bfd4bbc86ef9d982674331b81a5c3e993c6c3daa20b8fbae2eebb58d9e5e0be""}",e89b49f7618c25c868c99d94131aa5f5abb8ccc346c31b4f41a1a37b95bedfc5
